pair_id,batch,crossing_step,future_horizon,angle_sep_deg,future_position_sep_cm,signal,n_units,correlation
0,0,18,8,92.81216430664062,48.28300857543945,predictive,84,0.9131401935609188
0,0,18,8,92.81216430664062,48.28300857543945,standard_grid,87,0.7081712968340113
0,0,18,8,92.81216430664062,48.28300857543945,retrospective,87,0.8745213793081857
0,0,18,8,92.81216430664062,48.28300857543945,band,0,nan
0,0,18,8,92.81216430664062,48.28300857543945,standard_grid_matched_count,84,0.7026712880705049
0,0,18,8,92.81216430664062,48.28300857543945,random_matched_count,84,0.7915933288286588
1,0,18,8,40.67227554321289,23.168472290039062,predictive,84,0.9589754285154378
1,0,18,8,40.67227554321289,23.168472290039062,standard_grid,87,0.9708926869230583
1,0,18,8,40.67227554321289,23.168472290039062,retrospective,87,0.9714418211694078
1,0,18,8,40.67227554321289,23.168472290039062,band,0,nan
1,0,18,8,40.67227554321289,23.168472290039062,standard_grid_matched_count,84,0.9706316361399757
1,0,18,8,40.67227554321289,23.168472290039062,random_matched_count,84,0.9549115972441525
2,0,18,8,147.8331298828125,64.05728149414062,predictive,84,0.8137621284301334
2,0,18,8,147.8331298828125,64.05728149414062,standard_grid,87,0.41948730709618093
2,0,18,8,147.8331298828125,64.05728149414062,retrospective,87,0.6630799039047124
2,0,18,8,147.8331298828125,64.05728149414062,band,0,nan
2,0,18,8,147.8331298828125,64.05728149414062,standard_grid_matched_count,84,0.4237990619844315
2,0,18,8,147.8331298828125,64.05728149414062,random_matched_count,84,0.5805288046264204
3,0,18,8,98.56747436523438,50.52994918823242,predictive,84,0.9010536631931989
3,0,18,8,98.56747436523438,50.52994918823242,standard_grid,87,0.7638382685420979
3,0,18,8,98.56747436523438,50.52994918823242,retrospective,87,0.8407362511704992
3,0,18,8,98.56747436523438,50.52994918823242,band,0,nan
3,0,18,8,98.56747436523438,50.52994918823242,standard_grid_matched_count,84,0.7612156151315748
3,0,18,8,98.56747436523438,50.52994918823242,random_matched_count,84,0.8088252370825437
4,0,18,8,30.769065856933594,17.686389923095703,predictive,84,0.9853937528824984
4,0,18,8,30.769065856933594,17.686389923095703,standard_grid,87,0.9630458894325185
4,0,18,8,30.769065856933594,17.686389923095703,retrospective,87,0.9670621183838723
4,0,18,8,30.769065856933594,17.686389923095703,band,0,nan
4,0,18,8,30.769065856933594,17.686389923095703,standard_grid_matched_count,84,0.964891746475802
4,0,18,8,30.769065856933594,17.686389923095703,random_matched_count,84,0.9461558933359617
5,0,18,8,122.71790313720703,58.50932693481445,predictive,84,0.722339322856956
5,0,18,8,122.71790313720703,58.50932693481445,standard_grid,87,0.49071466349715503
5,0,18,8,122.71790313720703,58.50932693481445,retrospective,87,0.6378820465917209
5,0,18,8,122.71790313720703,58.50932693481445,band,0,nan
5,0,18,8,122.71790313720703,58.50932693481445,standard_grid_matched_count,84,0.4898822373635965
5,0,18,8,122.71790313720703,58.50932693481445,random_matched_count,84,0.590558656277844
6,0,18,8,147.3918914794922,63.98569869995117,predictive,84,0.7330906847256745
6,0,18,8,147.3918914794922,63.98569869995117,standard_grid,87,0.20524592583763687
6,0,18,8,147.3918914794922,63.98569869995117,retrospective,87,0.6672437485496955
6,0,18,8,147.3918914794922,63.98569869995117,band,0,nan
6,0,18,8,147.3918914794922,63.98569869995117,standard_grid_matched_count,84,0.19893387961757736
6,0,18,8,147.3918914794922,63.98569869995117,random_matched_count,84,0.564982863696101
7,0,18,8,100.7844009399414,51.36176300048828,predictive,84,0.8807972740939362
7,0,18,8,100.7844009399414,51.36176300048828,standard_grid,87,0.35694278138331803
7,0,18,8,100.7844009399414,51.36176300048828,retrospective,87,0.7606181469170306
7,0,18,8,100.7844009399414,51.36176300048828,band,0,nan
7,0,18,8,100.7844009399414,51.36176300048828,standard_grid_matched_count,84,0.3606022477650654
7,0,18,8,100.7844009399414,51.36176300048828,random_matched_count,84,0.6945635149366653
8,0,18,8,68.3617935180664,37.45384216308594,predictive,84,0.9597603427850613
8,0,18,8,68.3617935180664,37.45384216308594,standard_grid,87,0.903646846446179
8,0,18,8,68.3617935180664,37.45384216308594,retrospective,87,0.9263689578898111
8,0,18,8,68.3617935180664,37.45384216308594,band,0,nan
8,0,18,8,68.3617935180664,37.45384216308594,standard_grid_matched_count,84,0.8953677457139059
8,0,18,8,68.3617935180664,37.45384216308594,random_matched_count,84,0.9038429280623672
9,0,18,8,52.50092697143555,29.48639678955078,predictive,84,0.9246936733963307
9,0,18,8,52.50092697143555,29.48639678955078,standard_grid,87,0.8712126169951032
9,0,18,8,52.50092697143555,29.48639678955078,retrospective,87,0.9117350211982339
9,0,18,8,52.50092697143555,29.48639678955078,band,0,nan
9,0,18,8,52.50092697143555,29.48639678955078,standard_grid_matched_count,84,0.8743588201138163
9,0,18,8,52.50092697143555,29.48639678955078,random_matched_count,84,0.8802025378760613
10,0,18,8,110.70319366455078,54.84375762939453,predictive,84,0.8628436777465559
10,0,18,8,110.70319366455078,54.84375762939453,standard_grid,87,0.6850630872095838
10,0,18,8,110.70319366455078,54.84375762939453,retrospective,87,0.7350701195992766
10,0,18,8,110.70319366455078,54.84375762939453,band,0,nan
10,0,18,8,110.70319366455078,54.84375762939453,standard_grid_matched_count,84,0.6964863645402765
10,0,18,8,110.70319366455078,54.84375762939453,random_matched_count,84,0.740820275550698
11,0,18,8,53.41288757324219,29.961299896240234,predictive,84,0.9440934435598618
11,0,18,8,53.41288757324219,29.961299896240234,standard_grid,87,0.8792522803323014
11,0,18,8,53.41288757324219,29.961299896240234,retrospective,87,0.9428406924918136
11,0,18,8,53.41288757324219,29.961299896240234,band,0,nan
11,0,18,8,53.41288757324219,29.961299896240234,standard_grid_matched_count,84,0.878168430833626
11,0,18,8,53.41288757324219,29.961299896240234,random_matched_count,84,0.9045918684553651
12,0,18,8,99.32254791259766,50.81540298461914,predictive,84,0.8105297309870283
12,0,18,8,99.32254791259766,50.81540298461914,standard_grid,87,0.40100088265953143
12,0,18,8,99.32254791259766,50.81540298461914,retrospective,87,0.7510618502124845
12,0,18,8,99.32254791259766,50.81540298461914,band,0,nan
12,0,18,8,99.32254791259766,50.81540298461914,standard_grid_matched_count,84,0.4098587624841129
12,0,18,8,99.32254791259766,50.81540298461914,random_matched_count,84,0.6640942861606407
13,0,18,8,102.2686996459961,51.90796661376953,predictive,84,0.7675413569192756
13,0,18,8,102.2686996459961,51.90796661376953,standard_grid,87,0.5917620276026171
13,0,18,8,102.2686996459961,51.90796661376953,retrospective,87,0.7241945692811103
13,0,18,8,102.2686996459961,51.90796661376953,band,0,nan
13,0,18,8,102.2686996459961,51.90796661376953,standard_grid_matched_count,84,0.5978753737821013
13,0,18,8,102.2686996459961,51.90796661376953,random_matched_count,84,0.6289977339849557
14,0,18,8,145.4907684326172,63.66640853881836,predictive,84,0.8701623453196786
14,0,18,8,145.4907684326172,63.66640853881836,standard_grid,87,0.5059413786571683
14,0,18,8,145.4907684326172,63.66640853881836,retrospective,87,0.7240080346364803
14,0,18,8,145.4907684326172,63.66640853881836,band,0,nan
14,0,18,8,145.4907684326172,63.66640853881836,standard_grid_matched_count,84,0.5315711519496555
14,0,18,8,145.4907684326172,63.66640853881836,random_matched_count,84,0.6589643349425699
15,0,18,8,38.67183303833008,22.073732376098633,predictive,84,0.9809517488307172
15,0,18,8,38.67183303833008,22.073732376098633,standard_grid,87,0.8618952340728288
15,0,18,8,38.67183303833008,22.073732376098633,retrospective,87,0.9402623233674983
15,0,18,8,38.67183303833008,22.073732376098633,band,0,nan
15,0,18,8,38.67183303833008,22.073732376098633,standard_grid_matched_count,84,0.8656218554796656
15,0,18,8,38.67183303833008,22.073732376098633,random_matched_count,84,0.9522772461153208
16,0,18,8,89.99674224853516,47.13910675048828,predictive,84,0.8432439826628321
16,0,18,8,89.99674224853516,47.13910675048828,standard_grid,87,0.9269360779324223
16,0,18,8,89.99674224853516,47.13910675048828,retrospective,87,0.8627441977670277
16,0,18,8,89.99674224853516,47.13910675048828,band,0,nan
16,0,18,8,89.99674224853516,47.13910675048828,standard_grid_matched_count,84,0.9263830742446398
16,0,18,8,89.99674224853516,47.13910675048828,random_matched_count,84,0.8517635257097709
17,0,18,8,119.29169464111328,57.52789306640625,predictive,84,0.7551471775809265
17,0,18,8,119.29169464111328,57.52789306640625,standard_grid,87,0.39844149637269527
17,0,18,8,119.29169464111328,57.52789306640625,retrospective,87,0.6841378190751478
17,0,18,8,119.29169464111328,57.52789306640625,band,0,nan
17,0,18,8,119.29169464111328,57.52789306640625,standard_grid_matched_count,84,0.40229623614260973
17,0,18,8,119.29169464111328,57.52789306640625,random_matched_count,84,0.597331645540803
18,0,18,8,51.267208099365234,28.84097671508789,predictive,84,0.9620480816737029
18,0,18,8,51.267208099365234,28.84097671508789,standard_grid,87,0.8873552512343308
18,0,18,8,51.267208099365234,28.84097671508789,retrospective,87,0.9114918824249962
18,0,18,8,51.267208099365234,28.84097671508789,band,0,nan
18,0,18,8,51.267208099365234,28.84097671508789,standard_grid_matched_count,84,0.8880188654813821
18,0,18,8,51.267208099365234,28.84097671508789,random_matched_count,84,0.9025815900619228
19,0,18,8,76.56800842285156,41.30399703979492,predictive,84,0.8232733136296748
19,0,18,8,76.56800842285156,41.30399703979492,standard_grid,87,0.5434633425922234
19,0,18,8,76.56800842285156,41.30399703979492,retrospective,87,0.8381401101815801
19,0,18,8,76.56800842285156,41.30399703979492,band,0,nan
19,0,18,8,76.56800842285156,41.30399703979492,standard_grid_matched_count,84,0.5342719875303532
19,0,18,8,76.56800842285156,41.30399703979492,random_matched_count,84,0.7735776856351986
20,0,18,8,37.54745864868164,21.455440521240234,predictive,84,0.9728278201474354
20,0,18,8,37.54745864868164,21.455440521240234,standard_grid,87,0.9663227121234074
20,0,18,8,37.54745864868164,21.455440521240234,retrospective,87,0.9691715903629791
20,0,18,8,37.54745864868164,21.455440521240234,band,0,nan
20,0,18,8,37.54745864868164,21.455440521240234,standard_grid_matched_count,84,0.9660134160006564
20,0,18,8,37.54745864868164,21.455440521240234,random_matched_count,84,0.9569828750065856
21,0,18,8,117.10570526123047,56.874786376953125,predictive,84,0.9223638900549181
21,0,18,8,117.10570526123047,56.874786376953125,standard_grid,87,0.6787286389172669
21,0,18,8,117.10570526123047,56.874786376953125,retrospective,87,0.8569330998737805
21,0,18,8,117.10570526123047,56.874786376953125,band,0,nan
21,0,18,8,117.10570526123047,56.874786376953125,standard_grid_matched_count,84,0.6813154601578804
21,0,18,8,117.10570526123047,56.874786376953125,random_matched_count,84,0.8151933091708766
22,0,18,8,40.53214645385742,23.092016220092773,predictive,84,0.9763840977371893
22,0,18,8,40.53214645385742,23.092016220092773,standard_grid,87,0.9347134748553075
22,0,18,8,40.53214645385742,23.092016220092773,retrospective,87,0.9466134689751543
22,0,18,8,40.53214645385742,23.092016220092773,band,0,nan
22,0,18,8,40.53214645385742,23.092016220092773,standard_grid_matched_count,84,0.9375037799655167
22,0,18,8,40.53214645385742,23.092016220092773,random_matched_count,84,0.9453291824158019
23,0,18,8,77.41100311279297,41.687843322753906,predictive,84,0.8635763475397962
23,0,18,8,77.41100311279297,41.687843322753906,standard_grid,87,0.9189772704937572
23,0,18,8,77.41100311279297,41.687843322753906,retrospective,87,0.8784621260354036
23,0,18,8,77.41100311279297,41.687843322753906,band,0,nan
23,0,18,8,77.41100311279297,41.687843322753906,standard_grid_matched_count,84,0.9183311660383829
23,0,18,8,77.41100311279297,41.687843322753906,random_matched_count,84,0.8614851139710664
24,0,18,8,134.8227081298828,61.55242919921875,predictive,84,0.7319909504465377
24,0,18,8,134.8227081298828,61.55242919921875,standard_grid,87,0.844730505059118
24,0,18,8,134.8227081298828,61.55242919921875,retrospective,87,0.7592877875502272
24,0,18,8,134.8227081298828,61.55242919921875,band,0,nan
24,0,18,8,134.8227081298828,61.55242919921875,standard_grid_matched_count,84,0.8435263387492875
24,0,18,8,134.8227081298828,61.55242919921875,random_matched_count,84,0.7133503015931706
25,0,18,8,86.67604064941406,45.753414154052734,predictive,84,0.9063959255080495
25,0,18,8,86.67604064941406,45.753414154052734,standard_grid,87,0.3828670713665069
25,0,18,8,86.67604064941406,45.753414154052734,retrospective,87,0.7938277315744289
25,0,18,8,86.67604064941406,45.753414154052734,band,0,nan
25,0,18,8,86.67604064941406,45.753414154052734,standard_grid_matched_count,84,0.3791416682248333
25,0,18,8,86.67604064941406,45.753414154052734,random_matched_count,84,0.7186204177084248
26,0,18,8,139.51463317871094,62.54903793334961,predictive,84,0.7656812815550096
26,0,18,8,139.51463317871094,62.54903793334961,standard_grid,87,0.3106628905036884
26,0,18,8,139.51463317871094,62.54903793334961,retrospective,87,0.7439328265565073
26,0,18,8,139.51463317871094,62.54903793334961,band,0,nan
26,0,18,8,139.51463317871094,62.54903793334961,standard_grid_matched_count,84,0.30534884162467635
26,0,18,8,139.51463317871094,62.54903793334961,random_matched_count,84,0.5955055611183561
27,0,18,8,121.9100570678711,58.282596588134766,predictive,84,0.8761270225129638
27,0,18,8,121.9100570678711,58.282596588134766,standard_grid,87,0.4599134721312751
27,0,18,8,121.9100570678711,58.282596588134766,retrospective,87,0.7366394378693172
27,0,18,8,121.9100570678711,58.282596588134766,band,0,nan
27,0,18,8,121.9100570678711,58.282596588134766,standard_grid_matched_count,84,0.47684085767783824
27,0,18,8,121.9100570678711,58.282596588134766,random_matched_count,84,0.6162130566703944
28,0,18,8,139.83888244628906,62.61404800415039,predictive,84,0.7564168796133617
28,0,18,8,139.83888244628906,62.61404800415039,standard_grid,87,0.5431852077922048
28,0,18,8,139.83888244628906,62.61404800415039,retrospective,87,0.695777334531786
28,0,18,8,139.83888244628906,62.61404800415039,band,0,nan
28,0,18,8,139.83888244628906,62.61404800415039,standard_grid_matched_count,84,0.5557671273768716
28,0,18,8,139.83888244628906,62.61404800415039,random_matched_count,84,0.6377483851061888
29,0,18,8,45.288360595703125,25.667142868041992,predictive,84,0.9576565583145566
29,0,18,8,45.288360595703125,25.667142868041992,standard_grid,87,0.8979471216369606
29,0,18,8,45.288360595703125,25.667142868041992,retrospective,87,0.9342816105584637
29,0,18,8,45.288360595703125,25.667142868041992,band,0,nan
29,0,18,8,45.288360595703125,25.667142868041992,standard_grid_matched_count,84,0.8984463028126123
29,0,18,8,45.288360595703125,25.667142868041992,random_matched_count,84,0.9227997003671659
30,0,18,8,38.82754898071289,22.159191131591797,predictive,84,0.962450255164531
30,0,18,8,38.82754898071289,22.159191131591797,standard_grid,87,0.9012432221334261
30,0,18,8,38.82754898071289,22.159191131591797,retrospective,87,0.9631514454753288
30,0,18,8,38.82754898071289,22.159191131591797,band,0,nan
30,0,18,8,38.82754898071289,22.159191131591797,standard_grid_matched_count,84,0.8991677110032471
30,0,18,8,38.82754898071289,22.159191131591797,random_matched_count,84,0.9163400898496539
31,0,18,8,38.439151763916016,21.945951461791992,predictive,84,0.9579425936924606
31,0,18,8,38.439151763916016,21.945951461791992,standard_grid,87,0.9347034027127442
31,0,18,8,38.439151763916016,21.945951461791992,retrospective,87,0.9553861577416171
31,0,18,8,38.439151763916016,21.945951461791992,band,0,nan
31,0,18,8,38.439151763916016,21.945951461791992,standard_grid_matched_count,84,0.9341445942106479
31,0,18,8,38.439151763916016,21.945951461791992,random_matched_count,84,0.9442274454658373
32,0,18,8,134.26251220703125,61.426509857177734,predictive,84,0.7158025334156032
32,0,18,8,134.26251220703125,61.426509857177734,standard_grid,87,0.6002661042085758
32,0,18,8,134.26251220703125,61.426509857177734,retrospective,87,0.6625655554616176
32,0,18,8,134.26251220703125,61.426509857177734,band,0,nan
32,0,18,8,134.26251220703125,61.426509857177734,standard_grid_matched_count,84,0.603679067227214
32,0,18,8,134.26251220703125,61.426509857177734,random_matched_count,84,0.6174057512008435
33,0,18,8,106.08839416503906,53.2733039855957,predictive,84,0.8160957499822971
33,0,18,8,106.08839416503906,53.2733039855957,standard_grid,87,0.8967687217433866
33,0,18,8,106.08839416503906,53.2733039855957,retrospective,87,0.8231074908932844
33,0,18,8,106.08839416503906,53.2733039855957,band,0,nan
33,0,18,8,106.08839416503906,53.2733039855957,standard_grid_matched_count,84,0.8959333179568256
33,0,18,8,106.08839416503906,53.2733039855957,random_matched_count,84,0.779226425458766
34,0,18,8,89.5886001586914,46.97090530395508,predictive,84,0.8803442448011394
34,0,18,8,89.5886001586914,46.97090530395508,standard_grid,87,0.8919508868846115
34,0,18,8,89.5886001586914,46.97090530395508,retrospective,87,0.881325655821985
34,0,18,8,89.5886001586914,46.97090530395508,band,0,nan
34,0,18,8,89.5886001586914,46.97090530395508,standard_grid_matched_count,84,0.891821469497094
34,0,18,8,89.5886001586914,46.97090530395508,random_matched_count,84,0.8291608080486338
35,0,18,8,49.62520980834961,27.976787567138672,predictive,84,0.9563636476442673
35,0,18,8,49.62520980834961,27.976787567138672,standard_grid,87,0.8935230880414268
35,0,18,8,49.62520980834961,27.976787567138672,retrospective,87,0.9086137011825798
35,0,18,8,49.62520980834961,27.976787567138672,band,0,nan
35,0,18,8,49.62520980834961,27.976787567138672,standard_grid_matched_count,84,0.9057814032878394
35,0,18,8,49.62520980834961,27.976787567138672,random_matched_count,84,0.9079110615703119
36,0,18,8,110.84801483154297,54.89161682128906,predictive,84,0.8182769147815296
36,0,18,8,110.84801483154297,54.89161682128906,standard_grid,87,0.7451713194142722
36,0,18,8,110.84801483154297,54.89161682128906,retrospective,87,0.8013062591820603
36,0,18,8,110.84801483154297,54.89161682128906,band,0,nan
36,0,18,8,110.84801483154297,54.89161682128906,standard_grid_matched_count,84,0.7447790069063994
36,0,18,8,110.84801483154297,54.89161682128906,random_matched_count,84,0.7767802392126466
37,0,18,8,68.1620864868164,37.357666015625,predictive,84,0.9258869410109158
37,0,18,8,68.1620864868164,37.357666015625,standard_grid,87,0.8827301757853541
37,0,18,8,68.1620864868164,37.357666015625,retrospective,87,0.9169771503869875
37,0,18,8,68.1620864868164,37.357666015625,band,0,nan
37,0,18,8,68.1620864868164,37.357666015625,standard_grid_matched_count,84,0.8815834183895626
37,0,18,8,68.1620864868164,37.357666015625,random_matched_count,84,0.8853709699319362
38,0,18,8,115.30558013916016,56.32141876220703,predictive,84,0.8622749609709258
38,0,18,8,115.30558013916016,56.32141876220703,standard_grid,87,0.6430227926032227
38,0,18,8,115.30558013916016,56.32141876220703,retrospective,87,0.7524664888923851
38,0,18,8,115.30558013916016,56.32141876220703,band,0,nan
38,0,18,8,115.30558013916016,56.32141876220703,standard_grid_matched_count,84,0.6575816700134645
38,0,18,8,115.30558013916016,56.32141876220703,random_matched_count,84,0.7499714757253069
39,0,18,8,85.24263763427734,45.1433219909668,predictive,84,0.9166640800553849
39,0,18,8,85.24263763427734,45.1433219909668,standard_grid,87,0.841272029111301
39,0,18,8,85.24263763427734,45.1433219909668,retrospective,87,0.8729419575715542
39,0,18,8,85.24263763427734,45.1433219909668,band,0,nan
39,0,18,8,85.24263763427734,45.1433219909668,standard_grid_matched_count,84,0.833019409187565
39,0,18,8,85.24263763427734,45.1433219909668,random_matched_count,84,0.8783740004419285
40,0,18,8,90.8963851928711,47.50775909423828,predictive,84,0.8265695177409871
40,0,18,8,90.8963851928711,47.50775909423828,standard_grid,87,0.3745248867591012
40,0,18,8,90.8963851928711,47.50775909423828,retrospective,87,0.7935803871467553
40,0,18,8,90.8963851928711,47.50775909423828,band,0,nan
40,0,18,8,90.8963851928711,47.50775909423828,standard_grid_matched_count,84,0.3621263945016291
40,0,18,8,90.8963851928711,47.50775909423828,random_matched_count,84,0.7435226383443323
41,0,18,8,124.7598876953125,59.06943130493164,predictive,84,0.7750790280147434
41,0,18,8,124.7598876953125,59.06943130493164,standard_grid,87,0.5219155166552306
41,0,18,8,124.7598876953125,59.06943130493164,retrospective,87,0.7132701294122823
41,0,18,8,124.7598876953125,59.06943130493164,band,0,nan
41,0,18,8,124.7598876953125,59.06943130493164,standard_grid_matched_count,84,0.5389116166346144
41,0,18,8,124.7598876953125,59.06943130493164,random_matched_count,84,0.6938357298884281
42,0,18,8,41.12945556640625,23.41769027709961,predictive,84,0.9419579269194501
42,0,18,8,41.12945556640625,23.41769027709961,standard_grid,87,0.957168198382856
42,0,18,8,41.12945556640625,23.41769027709961,retrospective,87,0.9445574074503029
42,0,18,8,41.12945556640625,23.41769027709961,band,0,nan
42,0,18,8,41.12945556640625,23.41769027709961,standard_grid_matched_count,84,0.9568051530069732
