bin,movement_distance_low,movement_distance_high,movement_distance_mid,n_pairs,median_standard_grid_corr,q25_standard_grid_corr,q75_standard_grid_corr,median_predictive_corr,q25_predictive_corr,q75_predictive_corr,median_standard_minus_predictive_corr
0,0.0158427394926548,0.01643650308251381,0.016139621287584303,1,0.8850838325872806,0.8850838325872806,0.8850838325872806,0.932071143144179,0.932071143144179,0.932071143144179,-0.04698731055689842
1,0.01643650308251381,0.01698295585811138,0.016709729470312594,1,0.9726473333729422,0.9726473333729422,0.9726473333729422,0.9780681781621444,0.9780681781621444,0.9780681781621444,-0.005420844789202239
2,0.01698295585811138,0.01847742535173893,0.017730190604925155,1,0.9745207780928254,0.9745207780928254,0.9745207780928254,0.9494587594462764,0.9494587594462764,0.9494587594462764,0.025062018646549
3,0.01847742535173893,0.020367733389139175,0.01942257937043905,1,0.9023776134179172,0.9023776134179172,0.9023776134179172,0.9522909847359383,0.9522909847359383,0.9522909847359383,-0.049913371318021094
5,0.02055419608950615,0.021730484813451766,0.021142340451478957,1,0.9106107846021649,0.9106107846021649,0.9106107846021649,0.9517049950377416,0.9517049950377416,0.9517049950377416,-0.041094210435576706
6,0.021730484813451766,0.022678568959236145,0.022204526886343955,1,0.9763081852068831,0.9763081852068831,0.9763081852068831,0.952699989108737,0.952699989108737,0.952699989108737,0.023608196098146128
7,0.022678568959236145,0.02424425855278969,0.02346141375601292,1,0.9632525444147214,0.9632525444147214,0.9632525444147214,0.9258240774231657,0.9258240774231657,0.9258240774231657,0.037428466991555664
8,0.02424425855278969,0.026208655908703804,0.02522645723074675,1,0.9659499471402637,0.9659499471402637,0.9659499471402637,0.945422026869772,0.945422026869772,0.945422026869772,0.020527920270491773
10,0.027288155630230904,0.03047909177839756,0.028883623704314233,1,0.9266110101724288,0.9266110101724288,0.9266110101724288,0.937106270677304,0.937106270677304,0.937106270677304,-0.010495260504875259
11,0.03047909177839756,0.03138658180832863,0.030932836793363096,1,0.7603563825845182,0.7603563825845182,0.7603563825845182,0.9043367624319724,0.9043367624319724,0.9043367624319724,-0.14398037984745415
12,0.03138658180832863,0.03229186609387398,0.03183922395110131,1,0.9810294256153432,0.9810294256153432,0.9810294256153432,0.9373965277656576,0.9373965277656576,0.9373965277656576,0.043632897849685603
13,0.03229186609387398,0.033879005908966066,0.03308543600142003,1,0.6753015147395167,0.6753015147395167,0.6753015147395167,0.7529115538124888,0.7529115538124888,0.7529115538124888,-0.07761003907297204
15,0.035234883427619934,0.03605720102787018,0.03564604222774506,1,0.9265391223121971,0.9265391223121971,0.9265391223121971,0.8283728881691486,0.8283728881691486,0.8283728881691486,0.09816623414304859
16,0.03605720102787018,0.038017412275075914,0.03703730665147305,1,0.8729913761420943,0.8729913761420943,0.8729913761420943,0.8194363103672364,0.8194363103672364,0.8194363103672364,0.05355506577485791
17,0.038017412275075914,0.04144677445292473,0.039732093364000326,1,0.9422674149698516,0.9422674149698516,0.9422674149698516,0.9210738923029653,0.9210738923029653,0.9210738923029653,0.021193522666886233
18,0.04144677445292473,0.05266399830579755,0.047055386379361144,1,0.9078909750005605,0.9078909750005605,0.9078909750005605,0.9457558232562122,0.9457558232562122,0.9457558232562122,-0.03786484825565173
19,0.05266399830579755,0.08397524803876877,0.06831962317228316,1,0.5908326035794843,0.5908326035794843,0.5908326035794843,0.7740693804181896,0.7740693804181896,0.7740693804181896,-0.18323677683870532
