signal,n_pairs,mean_correlation,sem_correlation,ci95_low,ci95_high
band,0,nan,nan,nan,nan
predictive,17,0.8889537864088682,0.02756440481840912,0.832936609988152,0.9367073270177232
random_matched_count,17,0.9072740177667755,0.016434168421017838,0.8753448301277701,0.9364688512736989
retrospective,17,0.9050850069540654,0.014307622639494515,0.8780675207885819,0.9330994560975588
standard_grid,17,0.8890457003551496,0.018155473905836897,0.854617742734831,0.9230094892527362
standard_grid_matched_count,17,0.8856089332765846,0.017659624116325,0.8509353248883387,0.916533492525737
