bin,movement_distance_low,movement_distance_high,movement_distance_mid,n_pairs,median_standard_grid_corr,q25_standard_grid_corr,q75_standard_grid_corr,median_predictive_corr,q25_predictive_corr,q75_predictive_corr,median_standard_minus_predictive_corr
0,0.0158427394926548,0.01643650308251381,0.016139621287584303,1,0.9276428662218135,0.9276428662218135,0.9276428662218135,0.9730108841772762,0.9730108841772762,0.9730108841772762,-0.04536801795546275
1,0.01643650308251381,0.01698295585811138,0.016709729470312594,1,0.9749806385949638,0.9749806385949638,0.9749806385949638,0.9578484306009515,0.9578484306009515,0.9578484306009515,0.017132207994012272
2,0.01698295585811138,0.01847742535173893,0.017730190604925155,1,0.9573070559452443,0.9573070559452443,0.9573070559452443,0.9728390586530662,0.9728390586530662,0.9728390586530662,-0.015532002707821846
3,0.01847742535173893,0.020367733389139175,0.01942257937043905,1,0.8973185191648282,0.8973185191648282,0.8973185191648282,0.9641110571888173,0.9641110571888173,0.9641110571888173,-0.0667925380239891
5,0.02055419608950615,0.021730484813451766,0.021142340451478957,1,0.8193734842002799,0.8193734842002799,0.8193734842002799,0.9030419063607107,0.9030419063607107,0.9030419063607107,-0.0836684221604308
6,0.021730484813451766,0.022678568959236145,0.022204526886343955,1,0.9422106827983601,0.9422106827983601,0.9422106827983601,0.9667700355601753,0.9667700355601753,0.9667700355601753,-0.0245593527618152
7,0.022678568959236145,0.02424425855278969,0.02346141375601292,1,0.9458005107632851,0.9458005107632851,0.9458005107632851,0.9714280090105287,0.9714280090105287,0.9714280090105287,-0.02562749824724364
8,0.02424425855278969,0.026208655908703804,0.02522645723074675,1,0.8044303055898491,0.8044303055898491,0.8044303055898491,0.6465549097808103,0.6465549097808103,0.6465549097808103,0.15787539580903875
10,0.027288155630230904,0.03047909177839756,0.028883623704314233,1,0.8066637076547183,0.8066637076547183,0.8066637076547183,0.8632391965330329,0.8632391965330329,0.8632391965330329,-0.05657548887831465
11,0.03047909177839756,0.03138658180832863,0.030932836793363096,1,0.9135632235527764,0.9135632235527764,0.9135632235527764,0.9370767616665172,0.9370767616665172,0.9370767616665172,-0.023513538113740795
12,0.03138658180832863,0.03229186609387398,0.03183922395110131,1,0.9877136740982645,0.9877136740982645,0.9877136740982645,0.9654849767184028,0.9654849767184028,0.9654849767184028,0.02222869737986166
13,0.03229186609387398,0.033879005908966066,0.03308543600142003,1,0.897128979543247,0.897128979543247,0.897128979543247,0.9303213828897021,0.9303213828897021,0.9303213828897021,-0.033192403346455124
15,0.035234883427619934,0.03605720102787018,0.03564604222774506,1,0.866906498475578,0.866906498475578,0.866906498475578,0.8811141201009849,0.8811141201009849,0.8811141201009849,-0.014207621625406897
16,0.03605720102787018,0.038017412275075914,0.03703730665147305,1,0.7388068631519791,0.7388068631519791,0.7388068631519791,0.7363091018566218,0.7363091018566218,0.7363091018566218,0.0024977612953572814
17,0.038017412275075914,0.04144677445292473,0.039732093364000326,1,0.9427178863447774,0.9427178863447774,0.9427178863447774,0.9324250580730762,0.9324250580730762,0.9324250580730762,0.010292828271701193
18,0.04144677445292473,0.05266399830579755,0.047055386379361144,1,0.9200626409864899,0.9200626409864899,0.9200626409864899,0.8946772935479161,0.8946772935479161,0.8946772935479161,0.02538534743857379
19,0.05266399830579755,0.08397524803876877,0.06831962317228316,1,0.7711493689510894,0.7711493689510894,0.7711493689510894,0.615962186232168,0.615962186232168,0.615962186232168,0.1551871827189214
