bin,movement_distance_low,movement_distance_high,movement_distance_mid,n_pairs,median_standard_grid_corr,q25_standard_grid_corr,q75_standard_grid_corr,median_predictive_corr,q25_predictive_corr,q75_predictive_corr,median_standard_minus_predictive_corr
0,0.0158427394926548,0.01643650308251381,0.016139621287584303,1,0.9612097056556602,0.9612097056556602,0.9612097056556602,0.8967163693638263,0.8967163693638263,0.8967163693638263,0.06449333629183396
1,0.01643650308251381,0.01698295585811138,0.016709729470312594,1,0.9966904168189576,0.9966904168189576,0.9966904168189576,0.9777914159881127,0.9777914159881127,0.9777914159881127,0.018899000830844948
2,0.01698295585811138,0.01847742535173893,0.017730190604925155,1,0.9846432541063629,0.9846432541063629,0.9846432541063629,0.9462092028511911,0.9462092028511911,0.9462092028511911,0.03843405125517174
3,0.01847742535173893,0.020367733389139175,0.01942257937043905,1,0.9478741343532106,0.9478741343532106,0.9478741343532106,0.8358472232082356,0.8358472232082356,0.8358472232082356,0.11202691114497498
5,0.02055419608950615,0.021730484813451766,0.021142340451478957,1,0.930092669512229,0.930092669512229,0.930092669512229,0.7818861308887934,0.7818861308887934,0.7818861308887934,0.14820653862343558
6,0.021730484813451766,0.022678568959236145,0.022204526886343955,1,0.9745389568502254,0.9745389568502254,0.9745389568502254,0.9272278478291321,0.9272278478291321,0.9272278478291321,0.047311109021093256
7,0.022678568959236145,0.02424425855278969,0.02346141375601292,1,0.9844170574725193,0.9844170574725193,0.9844170574725193,0.9598163273700614,0.9598163273700614,0.9598163273700614,0.02460073010245789
8,0.02424425855278969,0.026208655908703804,0.02522645723074675,1,0.9735261607944339,0.9735261607944339,0.9735261607944339,0.95845382913422,0.95845382913422,0.95845382913422,0.015072331660213933
10,0.027288155630230904,0.03047909177839756,0.028883623704314233,1,0.9338816375202525,0.9338816375202525,0.9338816375202525,0.7597703376905224,0.7597703376905224,0.7597703376905224,0.17411129982973017
11,0.03047909177839756,0.03138658180832863,0.030932836793363096,1,0.9586023955831365,0.9586023955831365,0.9586023955831365,0.8853365938515642,0.8853365938515642,0.8853365938515642,0.07326580173157238
12,0.03138658180832863,0.03229186609387398,0.03183922395110131,1,0.9691986145135769,0.9691986145135769,0.9691986145135769,0.9786128664011997,0.9786128664011997,0.9786128664011997,-0.009414251887622793
13,0.03229186609387398,0.033879005908966066,0.03308543600142003,1,0.9584941380570359,0.9584941380570359,0.9584941380570359,0.8577939091875909,0.8577939091875909,0.8577939091875909,0.10070022886944496
15,0.035234883427619934,0.03605720102787018,0.03564604222774506,1,0.97414938906111,0.97414938906111,0.97414938906111,0.9118595114765752,0.9118595114765752,0.9118595114765752,0.06228987758453486
16,0.03605720102787018,0.038017412275075914,0.03703730665147305,1,0.9536410940516775,0.9536410940516775,0.9536410940516775,0.8774565301963373,0.8774565301963373,0.8774565301963373,0.07618456385534023
17,0.038017412275075914,0.04144677445292473,0.039732093364000326,1,0.9169566293588123,0.9169566293588123,0.9169566293588123,0.9627565621632558,0.9627565621632558,0.9627565621632558,-0.0457999328044435
18,0.04144677445292473,0.05266399830579755,0.047055386379361144,1,0.9828229510597684,0.9828229510597684,0.9828229510597684,0.9032298266767489,0.9032298266767489,0.9032298266767489,0.07959312438301946
19,0.05266399830579755,0.08397524803876877,0.06831962317228316,1,0.8496275234901076,0.8496275234901076,0.8496275234901076,0.6884394253203424,0.6884394253203424,0.6884394253203424,0.1611880981697652
