bin,movement_distance_low,movement_distance_high,movement_distance_mid,n_pairs,median_standard_grid_corr,q25_standard_grid_corr,q75_standard_grid_corr,median_predictive_corr,q25_predictive_corr,q75_predictive_corr,median_standard_minus_predictive_corr
0,0.0158427394926548,0.01643650308251381,0.016139621287584303,1,0.9623370552741353,0.9623370552741353,0.9623370552741353,0.9688697556962436,0.9688697556962436,0.9688697556962436,-0.006532700422108295
1,0.01643650308251381,0.01698295585811138,0.016709729470312594,1,0.984136801190985,0.984136801190985,0.984136801190985,0.9929396331708785,0.9929396331708785,0.9929396331708785,-0.00880283197989351
2,0.01698295585811138,0.01847742535173893,0.017730190604925155,1,0.9537957430113144,0.9537957430113144,0.9537957430113144,0.9784479328550925,0.9784479328550925,0.9784479328550925,-0.02465218984377804
3,0.01847742535173893,0.020367733389139175,0.01942257937043905,1,0.9622253677485617,0.9622253677485617,0.9622253677485617,0.9708792588549131,0.9708792588549131,0.9708792588549131,-0.008653891106351397
5,0.02055419608950615,0.021730484813451766,0.021142340451478957,1,0.9100258482110399,0.9100258482110399,0.9100258482110399,0.9624417056790707,0.9624417056790707,0.9624417056790707,-0.05241585746803079
6,0.021730484813451766,0.022678568959236145,0.022204526886343955,1,0.9850644518224,0.9850644518224,0.9850644518224,0.9883807867543093,0.9883807867543093,0.9883807867543093,-0.003316334931909304
7,0.022678568959236145,0.02424425855278969,0.02346141375601292,1,0.9683923557228775,0.9683923557228775,0.9683923557228775,0.9840287297797403,0.9840287297797403,0.9840287297797403,-0.0156363740568628
8,0.02424425855278969,0.026208655908703804,0.02522645723074675,1,0.9251042293041594,0.9251042293041594,0.9251042293041594,0.9634572730925034,0.9634572730925034,0.9634572730925034,-0.03835304378834403
10,0.027288155630230904,0.03047909177839756,0.028883623704314233,1,0.9119379123981266,0.9119379123981266,0.9119379123981266,0.9560856486759339,0.9560856486759339,0.9560856486759339,-0.044147736277807326
11,0.03047909177839756,0.03138658180832863,0.030932836793363096,1,0.9337998745242175,0.9337998745242175,0.9337998745242175,0.9622148743545178,0.9622148743545178,0.9622148743545178,-0.02841499983030027
12,0.03138658180832863,0.03229186609387398,0.03183922395110131,1,0.9481417358070039,0.9481417358070039,0.9481417358070039,0.9689663769359025,0.9689663769359025,0.9689663769359025,-0.02082464112889859
13,0.03229186609387398,0.033879005908966066,0.03308543600142003,1,0.8498339631453862,0.8498339631453862,0.8498339631453862,0.9346633063352713,0.9346633063352713,0.9346633063352713,-0.08482934318988511
15,0.035234883427619934,0.03605720102787018,0.03564604222774506,1,0.9181196709627117,0.9181196709627117,0.9181196709627117,0.9343581246437288,0.9343581246437288,0.9343581246437288,-0.016238453681017062
16,0.03605720102787018,0.038017412275075914,0.03703730665147305,1,0.7881439208783375,0.7881439208783375,0.7881439208783375,0.926974911862684,0.926974911862684,0.926974911862684,-0.13883099098434648
17,0.038017412275075914,0.04144677445292473,0.039732093364000326,1,0.9501124973771075,0.9501124973771075,0.9501124973771075,0.9801099305605975,0.9801099305605975,0.9801099305605975,-0.02999743318349002
18,0.04144677445292473,0.05266399830579755,0.047055386379361144,1,0.8915060839806017,0.8915060839806017,0.8915060839806017,0.9736537597116381,0.9736537597116381,0.9736537597116381,-0.08214767573103643
19,0.05266399830579755,0.08397524803876877,0.06831962317228316,1,0.7730278708785703,0.7730278708785703,0.7730278708785703,0.8761166972790838,0.8761166972790838,0.8761166972790838,-0.10308882640051353
