seed,gridness_path,count,mean_cm,median_cm,std_cm,iqr_cm,p10_cm,p90_cm,span_p10_p90_cm,cv
0,/Users/aaravsinha/predictive-grid-cell-analysis/analysis_outputs/Single agent path integration/Seed 0 weight decay 1e-06/steps_20_batch_200_RNN_4096_relu_rf_012_DoG_True_periodic_False_lr_00001_weight_decay_1e-06/gridness_data.npz,314,17.374399243883648,15.893842279911041,8.115660926837492,11.920381709933281,7.946921139955521,29.800954274833202,21.85403313487768,0.46710454919627586
1,/Users/aaravsinha/predictive-grid-cell-analysis/analysis_outputs/Single agent path integration/Seed 1 weight decay 1e-06/steps_20_batch_200_RNN_4096_relu_rf_012_DoG_True_periodic_False_lr_00001_weight_decay_1e-06/gridness_data.npz,539,17.338737032630227,15.893842279911041,7.8003938840097735,10.92701656743884,7.946921139955521,27.814223989844322,19.8673028498888,0.4498824723438693
2,/Users/aaravsinha/predictive-grid-cell-analysis/analysis_outputs/Single agent path integration/Seed 2 weight decay 1e-06/steps_20_batch_200_RNN_4096_relu_rf_012_DoG_True_periodic_False_lr_00001_weight_decay_1e-06/gridness_data.npz,583,15.389492224716609,13.907111994922161,7.991281012987906,11.920381709933281,5.9601908549666405,25.827493704855442,19.8673028498888,0.5192686604457343
3,/Users/aaravsinha/predictive-grid-cell-analysis/analysis_outputs/Single agent path integration/Seed 3 weight decay 1e-06/steps_20_batch_200_RNN_4096_relu_rf_012_DoG_True_periodic_False_lr_00001_weight_decay_1e-06/gridness_data.npz,266,17.738663258829288,17.88057256489992,8.70067847277953,13.907111994922161,6.9535559974610806,31.787684559822083,24.834128562361002,0.4904923412398811
4,/Users/aaravsinha/predictive-grid-cell-analysis/analysis_outputs/Single agent path integration/Seed 4 weight decay 1e-06/steps_20_batch_200_RNN_4096_relu_rf_012_DoG_True_periodic_False_lr_00001_weight_decay_1e-06/gridness_data.npz,223,19.163483600946552,17.88057256489992,9.81535890281922,15.893842279911041,7.946921139955521,35.76114512979984,27.814223989844322,0.5121907429097189
pooled,all_seeds,1925,17.020860187032007,15.893842279911041,8.378542316918486,11.920381709933281,5.9601908549666405,29.800954274833202,23.840763419866562,0.49225140353422014
