bin,movement_distance_low,movement_distance_high,movement_distance_mid,n_pairs,median_standard_grid_corr,q25_standard_grid_corr,q75_standard_grid_corr,median_predictive_corr,q25_predictive_corr,q75_predictive_corr,median_standard_minus_predictive_corr
0,0.0158427394926548,0.01643650308251381,0.016139621287584303,1,0.9703530519257345,0.9703530519257345,0.9703530519257345,0.9249595869059921,0.9249595869059921,0.9249595869059921,0.045393465019742396
1,0.01643650308251381,0.01698295585811138,0.016709729470312594,1,0.9907180654094501,0.9907180654094501,0.9907180654094501,0.98097660301834,0.98097660301834,0.98097660301834,0.009741462391110067
2,0.01698295585811138,0.01847742535173893,0.017730190604925155,1,0.9816729448695455,0.9816729448695455,0.9816729448695455,0.9552007340907033,0.9552007340907033,0.9552007340907033,0.02647221077884221
3,0.01847742535173893,0.020367733389139175,0.01942257937043905,1,0.9337190278241069,0.9337190278241069,0.9337190278241069,0.886181933418825,0.886181933418825,0.886181933418825,0.047537094405281866
5,0.02055419608950615,0.021730484813451766,0.021142340451478957,1,0.9414887790850465,0.9414887790850465,0.9414887790850465,0.9080094419099951,0.9080094419099951,0.9080094419099951,0.03347933717505136
6,0.021730484813451766,0.022678568959236145,0.022204526886343955,1,0.9827242128604325,0.9827242128604325,0.9827242128604325,0.9639608980793668,0.9639608980793668,0.9639608980793668,0.018763314781065743
7,0.022678568959236145,0.02424425855278969,0.02346141375601292,1,0.9804769069442184,0.9804769069442184,0.9804769069442184,0.9429873488864088,0.9429873488864088,0.9429873488864088,0.037489558057809624
8,0.02424425855278969,0.026208655908703804,0.02522645723074675,1,0.9696820134422574,0.9696820134422574,0.9696820134422574,0.9595557318356784,0.9595557318356784,0.9595557318356784,0.010126281606578913
10,0.027288155630230904,0.03047909177839756,0.028883623704314233,1,0.9673085383227511,0.9673085383227511,0.9673085383227511,0.914900775300344,0.914900775300344,0.914900775300344,0.05240776302240713
11,0.03047909177839756,0.03138658180832863,0.030932836793363096,1,0.9449516932195867,0.9449516932195867,0.9449516932195867,0.9085878161485493,0.9085878161485493,0.9085878161485493,0.03636387707103739
12,0.03138658180832863,0.03229186609387398,0.03183922395110131,1,0.9460250361777356,0.9460250361777356,0.9460250361777356,0.8991945393479998,0.8991945393479998,0.8991945393479998,0.046830496829735835
13,0.03229186609387398,0.033879005908966066,0.03308543600142003,1,0.9367882622662628,0.9367882622662628,0.9367882622662628,0.9023752518194338,0.9023752518194338,0.9023752518194338,0.034413010446828984
15,0.035234883427619934,0.03605720102787018,0.03564604222774506,1,0.9569348543807602,0.9569348543807602,0.9569348543807602,0.8898698090894159,0.8898698090894159,0.8898698090894159,0.06706504529134427
16,0.03605720102787018,0.038017412275075914,0.03703730665147305,1,0.9557940355074966,0.9557940355074966,0.9557940355074966,0.8914146762710039,0.8914146762710039,0.8914146762710039,0.06437935923649274
17,0.038017412275075914,0.04144677445292473,0.039732093364000326,1,0.9308826135327961,0.9308826135327961,0.9308826135327961,0.8785315215194811,0.8785315215194811,0.8785315215194811,0.052351092013315004
18,0.04144677445292473,0.05266399830579755,0.047055386379361144,1,0.967907975270543,0.967907975270543,0.967907975270543,0.9201089708714199,0.9201089708714199,0.9201089708714199,0.0477990043991231
19,0.05266399830579755,0.08397524803876877,0.06831962317228316,1,0.8763508254960554,0.8763508254960554,0.8763508254960554,0.7402049305120914,0.7402049305120914,0.7402049305120914,0.136145894983964
