pair_id,batch,pairing_mode,trajectory_source,crossing_step,timestep,bin_x,bin_y,position_distance_cm,movement_vector_distance,movement_angle_sep_deg,signal,n_units,correlation
0,0,same_bin,random_walk,16,16,10,36,4.201145648956299,0.0158427394926548,41.271698184740416,predictive,621,0.9249595869059921
0,0,same_bin,random_walk,16,16,10,36,4.201145648956299,0.0158427394926548,41.271698184740416,standard_grid,698,0.9703530519257345
0,0,same_bin,random_walk,16,16,10,36,4.201145648956299,0.0158427394926548,41.271698184740416,retrospective,588,0.9471957932090266
0,0,same_bin,random_walk,16,16,10,36,4.201145648956299,0.0158427394926548,41.271698184740416,band,0,nan
0,0,same_bin,random_walk,16,16,10,36,4.201145648956299,0.0158427394926548,41.271698184740416,standard_grid_matched_count,621,0.9691446991166837
0,0,same_bin,random_walk,16,16,10,36,4.201145648956299,0.0158427394926548,41.271698184740416,random_matched_count,621,0.9602068452015369
1,0,same_bin,random_walk,16,16,16,33,4.70443868637085,0.02055419608950615,25.3605719104291,predictive,621,0.9080094419099951
1,0,same_bin,random_walk,16,16,16,33,4.70443868637085,0.02055419608950615,25.3605719104291,standard_grid,698,0.9414887790850465
1,0,same_bin,random_walk,16,16,16,33,4.70443868637085,0.02055419608950615,25.3605719104291,retrospective,588,0.8955500234697624
1,0,same_bin,random_walk,16,16,16,33,4.70443868637085,0.02055419608950615,25.3605719104291,band,0,nan
1,0,same_bin,random_walk,16,16,16,33,4.70443868637085,0.02055419608950615,25.3605719104291,standard_grid_matched_count,621,0.9418142085371468
1,0,same_bin,random_walk,16,16,16,33,4.70443868637085,0.02055419608950615,25.3605719104291,random_matched_count,621,0.9299334948576103
2,1,same_bin,random_walk,16,16,29,37,1.126722812652588,0.08397524803876877,158.83775381146114,predictive,621,0.7402049305120914
2,1,same_bin,random_walk,16,16,29,37,1.126722812652588,0.08397524803876877,158.83775381146114,standard_grid,698,0.8763508254960554
2,1,same_bin,random_walk,16,16,29,37,1.126722812652588,0.08397524803876877,158.83775381146114,retrospective,588,0.7748520456004094
2,1,same_bin,random_walk,16,16,29,37,1.126722812652588,0.08397524803876877,158.83775381146114,band,0,nan
2,1,same_bin,random_walk,16,16,29,37,1.126722812652588,0.08397524803876877,158.83775381146114,standard_grid_matched_count,621,0.8691989624628169
2,1,same_bin,random_walk,16,16,29,37,1.126722812652588,0.08397524803876877,158.83775381146114,random_matched_count,621,0.8550411342239892
3,2,same_bin,random_walk,16,16,9,24,1.6711186170578003,0.03626278042793274,179.85530113502952,predictive,621,0.8914146762710039
3,2,same_bin,random_walk,16,16,9,24,1.6711186170578003,0.03626278042793274,179.85530113502952,standard_grid,698,0.9557940355074966
3,2,same_bin,random_walk,16,16,9,24,1.6711186170578003,0.03626278042793274,179.85530113502952,retrospective,588,0.9028404526583275
3,2,same_bin,random_walk,16,16,9,24,1.6711186170578003,0.03626278042793274,179.85530113502952,band,0,nan
3,2,same_bin,random_walk,16,16,9,24,1.6711186170578003,0.03626278042793274,179.85530113502952,standard_grid_matched_count,621,0.9536541768845991
3,2,same_bin,random_walk,16,16,9,24,1.6711186170578003,0.03626278042793274,179.85530113502952,random_matched_count,621,0.939750087098752
4,3,same_bin,random_walk,16,16,7,35,1.4199340343475342,0.03918716683983803,125.32368189536611,predictive,621,0.8785315215194811
4,3,same_bin,random_walk,16,16,7,35,1.4199340343475342,0.03918716683983803,125.32368189536611,standard_grid,698,0.9308826135327961
4,3,same_bin,random_walk,16,16,7,35,1.4199340343475342,0.03918716683983803,125.32368189536611,retrospective,588,0.9038586895394167
4,3,same_bin,random_walk,16,16,7,35,1.4199340343475342,0.03918716683983803,125.32368189536611,band,0,nan
4,3,same_bin,random_walk,16,16,7,35,1.4199340343475342,0.03918716683983803,125.32368189536611,standard_grid_matched_count,621,0.9327853355956649
4,3,same_bin,random_walk,16,16,7,35,1.4199340343475342,0.03918716683983803,125.32368189536611,random_matched_count,621,0.9239455470972526
5,3,same_bin,random_walk,16,16,11,28,5.651785373687744,0.031276825815439224,137.96850884289694,predictive,621,0.9085878161485493
5,3,same_bin,random_walk,16,16,11,28,5.651785373687744,0.031276825815439224,137.96850884289694,standard_grid,698,0.9449516932195867
5,3,same_bin,random_walk,16,16,11,28,5.651785373687744,0.031276825815439224,137.96850884289694,retrospective,588,0.9377870720822133
5,3,same_bin,random_walk,16,16,11,28,5.651785373687744,0.031276825815439224,137.96850884289694,band,0,nan
5,3,same_bin,random_walk,16,16,11,28,5.651785373687744,0.031276825815439224,137.96850884289694,standard_grid_matched_count,621,0.9434003512222352
5,3,same_bin,random_walk,16,16,11,28,5.651785373687744,0.031276825815439224,137.96850884289694,random_matched_count,621,0.9438073077030026
6,3,same_bin,random_walk,16,16,12,29,4.250236511230469,0.0335400365293026,150.16657806949544,predictive,621,0.9023752518194338
6,3,same_bin,random_walk,16,16,12,29,4.250236511230469,0.0335400365293026,150.16657806949544,standard_grid,698,0.9367882622662628
6,3,same_bin,random_walk,16,16,12,29,4.250236511230469,0.0335400365293026,150.16657806949544,retrospective,588,0.9129208100462326
6,3,same_bin,random_walk,16,16,12,29,4.250236511230469,0.0335400365293026,150.16657806949544,band,0,nan
6,3,same_bin,random_walk,16,16,12,29,4.250236511230469,0.0335400365293026,150.16657806949544,standard_grid_matched_count,621,0.934694171554641
6,3,same_bin,random_walk,16,16,12,29,4.250236511230469,0.0335400365293026,150.16657806949544,random_matched_count,621,0.9294605460547775
7,3,same_bin,random_walk,16,16,13,36,0.8532894849777222,0.02202455699443817,70.61721966540122,predictive,621,0.9639608980793668
7,3,same_bin,random_walk,16,16,13,36,0.8532894849777222,0.02202455699443817,70.61721966540122,standard_grid,698,0.9827242128604325
7,3,same_bin,random_walk,16,16,13,36,0.8532894849777222,0.02202455699443817,70.61721966540122,retrospective,588,0.9783116802722976
7,3,same_bin,random_walk,16,16,13,36,0.8532894849777222,0.02202455699443817,70.61721966540122,band,0,nan
7,3,same_bin,random_walk,16,16,13,36,0.8532894849777222,0.02202455699443817,70.61721966540122,standard_grid_matched_count,621,0.9828881888497035
7,3,same_bin,random_walk,16,16,13,36,0.8532894849777222,0.02202455699443817,70.61721966540122,random_matched_count,621,0.9805575784007573
8,3,same_bin,random_walk,16,16,29,22,4.631462574005127,0.020321117714047432,108.84164690485085,predictive,621,0.886181933418825
8,3,same_bin,random_walk,16,16,29,22,4.631462574005127,0.020321117714047432,108.84164690485085,standard_grid,698,0.9337190278241069
8,3,same_bin,random_walk,16,16,29,22,4.631462574005127,0.020321117714047432,108.84164690485085,retrospective,588,0.9012405571071853
8,3,same_bin,random_walk,16,16,29,22,4.631462574005127,0.020321117714047432,108.84164690485085,band,0,nan
