crossing_step,n_pairs,mean_standard_minus_predictive_corr,ci95_low,ci95_high,fraction_standard_gt_predictive,mean_standard_grid_corr,mean_predictive_corr,mean_band_corr,step_output_dir
8,512,0.045426148665931324,0.041379714395381705,0.04961046465716249,0.8515625,0.908307860217934,0.8628817115520026,nan,/home/ec2-user/predictive-grid-cell-analysis/analysis_outputs/Single agent path integration/Seed 1/spatial_shift_allunits/matched_direction_step_sweep/crossing_step_008
10,512,0.05064388375078083,0.04563908024254203,0.05566586044223296,0.8203125,0.8820869041340129,0.8314430203832321,nan,/home/ec2-user/predictive-grid-cell-analysis/analysis_outputs/Single agent path integration/Seed 1/spatial_shift_allunits/matched_direction_step_sweep/crossing_step_010
12,512,0.053716702245428544,0.04753320310899278,0.05988977845352875,0.787109375,0.8325146437951353,0.7787979415497067,nan,/home/ec2-user/predictive-grid-cell-analysis/analysis_outputs/Single agent path integration/Seed 1/spatial_shift_allunits/matched_direction_step_sweep/crossing_step_012
14,512,0.04865065346031053,0.04060147302137469,0.05670069174790259,0.71875,0.7318845443161649,0.6832338908558544,nan,/home/ec2-user/predictive-grid-cell-analysis/analysis_outputs/Single agent path integration/Seed 1/spatial_shift_allunits/matched_direction_step_sweep/crossing_step_014
15,512,0.04567942391321382,0.036207186474792666,0.055239668723786065,0.671875,0.6562221139643161,0.6105426900511024,nan,/home/ec2-user/predictive-grid-cell-analysis/analysis_outputs/Single agent path integration/Seed 1/spatial_shift_allunits/matched_direction_step_sweep/crossing_step_015
16,512,0.044067679683148675,0.0342468750229655,0.05393382673851614,0.658203125,0.6397555507380934,0.5956878710549447,nan,/home/ec2-user/predictive-grid-cell-analysis/analysis_outputs/Single agent path integration/Seed 1/spatial_shift_allunits/matched_direction_step_sweep/crossing_step_016
18,512,0.045738042303772465,0.03786411913880127,0.053732096862594246,0.7109375,0.7464943499344501,0.7007563076306775,nan,/home/ec2-user/predictive-grid-cell-analysis/analysis_outputs/Single agent path integration/Seed 1/spatial_shift_allunits/matched_direction_step_sweep/crossing_step_018
20,512,0.04503107907338605,0.03875082339791856,0.051352989749858434,0.7421875,0.8206666464235599,0.775635567350174,nan,/home/ec2-user/predictive-grid-cell-analysis/analysis_outputs/Single agent path integration/Seed 1/spatial_shift_allunits/matched_direction_step_sweep/crossing_step_020
22,512,0.043390202508685784,0.038179338480549954,0.048422210855961906,0.767578125,0.870627225772989,0.8272370232643032,nan,/home/ec2-user/predictive-grid-cell-analysis/analysis_outputs/Single agent path integration/Seed 1/spatial_shift_allunits/matched_direction_step_sweep/crossing_step_022
