signal,n_pairs,mean_correlation,sem_correlation,ci95_low,ci95_high
band,0,nan,nan,nan,nan
predictive,512,0.46137653546014923,0.01227118695765661,0.4384173455266974,0.4856640721780242
random_matched_count,512,0.6452838216301857,0.007247340912178219,0.6318026032137947,0.6594768918002837
retrospective,512,0.5474508165078866,0.01135740004430934,0.5253484591115108,0.5696715786478905
standard_grid,512,0.7179079587869983,0.007620063987728316,0.7025152971651704,0.7334361874483553
standard_grid_matched_count,512,0.7529623170968294,0.007141231378375255,0.7390379520725023,0.7666330700024825
