signal,n_pairs,mean_correlation,sem_correlation,ci95_low,ci95_high
band,0,nan,nan,nan,nan
predictive,512,0.5956878710549447,0.008382563178146896,0.5793492253987401,0.6105208483997153
random_matched_count,512,0.737389782777903,0.005475690359467427,0.726437587921379,0.7480302194215341
retrospective,512,0.7747675945841263,0.004939569270762719,0.7649311045479854,0.7835550014478917
standard_grid,512,0.6397555507380934,0.008045959040289248,0.6234740758851688,0.6553705800780603
standard_grid_matched_count,512,0.6402168099915584,0.007910852960322647,0.625858641852647,0.6560516681757356
