signal,n_pairs,mean_correlation,sem_correlation,ci95_low,ci95_high
band,24191,0.9036686349729092,0.0005820833414212228,0.9025594633427707,0.9048061056358749
predictive,24191,0.939936112000087,0.00032414883411096456,0.9393262356512453,0.94056220241378
random_matched_count,24191,0.9425043589409865,0.00027721897054701073,0.9419659957691872,0.9430574897966105
retrospective,24191,0.9452408261285327,0.0003080912096625027,0.9446414412231147,0.9458269345631157
standard_grid,24191,0.9431827098090675,0.00031774129135905946,0.9425577677166714,0.9438349668966048
standard_grid_matched_count,24191,0.9431827098090675,0.00031774129135905946,0.9425511347634105,0.9438222448712349
