signal,n_pairs,mean_correlation,sem_correlation,ci95_low,ci95_high
band,0,nan,nan,nan,nan
predictive,17,0.8916063558948257,0.019579422527844316,0.8522591022615734,0.9271003411933054
random_matched_count,17,0.9146147515010264,0.016262380159781865,0.8802506536373216,0.9439087128969271
retrospective,17,0.9005742666171938,0.01641792176877906,0.8680152560556876,0.9298107495078054
standard_grid,17,0.8986059442386259,0.02024655337182736,0.8568510978783099,0.9339302057896612
standard_grid_matched_count,17,0.8983606992389125,0.02043261113055452,0.8518165422542121,0.9349242787648467
