signal,n_pairs,mean_correlation,sem_correlation,ci95_low,ci95_high
band,25600,0.6046438743838604,0.0006994228163890044,0.6032008857996367,0.6059854060806673
predictive,25600,0.6192490142723861,0.0005785927916776002,0.6180642683719139,0.6203864998863675
random_matched_count,25600,0.7195413906007289,0.0002280526023435431,0.719128031475853,0.7199652261460665
retrospective,25600,0.6844775412397149,0.00043533634837045426,0.6835883403778529,0.685404954427635
standard_grid,25600,0.6358934163331452,0.0008698590141514922,0.6342534291168167,0.6375081994347089
standard_grid_matched_count,25600,0.6358934163331452,0.0008698590141514922,0.6342404549853184,0.6376912845618854
