bin,movement_distance_low,movement_distance_high,movement_distance_mid,n_pairs,median_standard_grid_corr,q25_standard_grid_corr,q75_standard_grid_corr,median_predictive_corr,q25_predictive_corr,q75_predictive_corr,median_standard_minus_predictive_corr
0,0.0158427394926548,0.01643650308251381,0.016139621287584303,1,0.9602658667184968,0.9602658667184968,0.9602658667184968,0.8829413649349591,0.8829413649349591,0.8829413649349591,0.07732450178353767
1,0.01643650308251381,0.01698295585811138,0.016709729470312594,1,0.9927937216194592,0.9927937216194592,0.9927937216194592,0.9795886689220881,0.9795886689220881,0.9795886689220881,0.013205052697371156
2,0.01698295585811138,0.01847742535173893,0.017730190604925155,1,0.9711367719072521,0.9711367719072521,0.9711367719072521,0.9215641659364004,0.9215641659364004,0.9215641659364004,0.04957260597085167
3,0.01847742535173893,0.020367733389139175,0.01942257937043905,1,0.9170825567198867,0.9170825567198867,0.9170825567198867,0.763835621667365,0.763835621667365,0.763835621667365,0.15324693505252174
5,0.02055419608950615,0.021730484813451766,0.021142340451478957,1,0.9272766895852137,0.9272766895852137,0.9272766895852137,0.8431587519625738,0.8431587519625738,0.8431587519625738,0.08411793762263986
6,0.021730484813451766,0.022678568959236145,0.022204526886343955,1,0.9615013884746926,0.9615013884746926,0.9615013884746926,0.9382057480345095,0.9382057480345095,0.9382057480345095,0.023295640440183063
7,0.022678568959236145,0.02424425855278969,0.02346141375601292,1,0.9760138730354602,0.9760138730354602,0.9760138730354602,0.950528289770227,0.950528289770227,0.950528289770227,0.025485583265233203
8,0.02424425855278969,0.026208655908703804,0.02522645723074675,1,0.9706191000728216,0.9706191000728216,0.9706191000728216,0.936136059219501,0.936136059219501,0.936136059219501,0.034483040853320546
10,0.027288155630230904,0.03047909177839756,0.028883623704314233,1,0.9135030806403766,0.9135030806403766,0.9135030806403766,0.7661000897916285,0.7661000897916285,0.7661000897916285,0.14740299084874808
11,0.03047909177839756,0.03138658180832863,0.030932836793363096,1,0.9544561527551683,0.9544561527551683,0.9544561527551683,0.8529209289997713,0.8529209289997713,0.8529209289997713,0.10153522375539692
12,0.03138658180832863,0.03229186609387398,0.03183922395110131,1,0.9742067314433562,0.9742067314433562,0.9742067314433562,0.9460564753598458,0.9460564753598458,0.9460564753598458,0.028150256083510405
13,0.03229186609387398,0.033879005908966066,0.03308543600142003,1,0.9498267840080251,0.9498267840080251,0.9498267840080251,0.8148910813079995,0.8148910813079995,0.8148910813079995,0.13493570270002564
15,0.035234883427619934,0.03605720102787018,0.03564604222774506,1,0.9652132700584664,0.9652132700584664,0.9652132700584664,0.8735552681136529,0.8735552681136529,0.8735552681136529,0.09165800194481344
16,0.03605720102787018,0.038017412275075914,0.03703730665147305,1,0.9200980979838784,0.9200980979838784,0.9200980979838784,0.8466998364095482,0.8466998364095482,0.8466998364095482,0.07339826157433027
17,0.038017412275075914,0.04144677445292473,0.039732093364000326,1,0.9560646620470542,0.9560646620470542,0.9560646620470542,0.9259820943717685,0.9259820943717685,0.9259820943717685,0.03008256767528572
18,0.04144677445292473,0.05266399830579755,0.047055386379361144,1,0.9692957185797554,0.9692957185797554,0.9692957185797554,0.9248098188600828,0.9248098188600828,0.9248098188600828,0.04448589971967254
19,0.05266399830579755,0.08397524803876877,0.06831962317228316,1,0.8207522335920334,0.8207522335920334,0.8207522335920334,0.6813519698750163,0.6813519698750163,0.6813519698750163,0.13940026371701708
