bin,movement_distance_low,movement_distance_high,movement_distance_mid,n_pairs,median_standard_grid_corr,q25_standard_grid_corr,q75_standard_grid_corr,median_predictive_corr,q25_predictive_corr,q75_predictive_corr,median_standard_minus_predictive_corr
0,0.0158427394926548,0.01643650308251381,0.016139621287584303,1,0.9572920530442534,0.9572920530442534,0.9572920530442534,0.879680702158362,0.879680702158362,0.879680702158362,0.07761135088589133
1,0.01643650308251381,0.01698295585811138,0.016709729470312594,1,0.9908357272303222,0.9908357272303222,0.9908357272303222,0.97864910564836,0.97864910564836,0.97864910564836,0.012186621581962154
2,0.01698295585811138,0.01847742535173893,0.017730190604925155,1,0.9806672335905694,0.9806672335905694,0.9806672335905694,0.9262901456163741,0.9262901456163741,0.9262901456163741,0.05437708797419527
3,0.01847742535173893,0.020367733389139175,0.01942257937043905,1,0.8923039515566394,0.8923039515566394,0.8923039515566394,0.9074071634965141,0.9074071634965141,0.9074071634965141,-0.015103211939874628
5,0.02055419608950615,0.021730484813451766,0.021142340451478957,1,0.9056948705838737,0.9056948705838737,0.9056948705838737,0.9336860478235394,0.9336860478235394,0.9336860478235394,-0.02799117723966571
6,0.021730484813451766,0.022678568959236145,0.022204526886343955,1,0.9810565307201161,0.9810565307201161,0.9810565307201161,0.9278842062264416,0.9278842062264416,0.9278842062264416,0.05317232449367448
7,0.022678568959236145,0.02424425855278969,0.02346141375601292,1,0.9788453909702565,0.9788453909702565,0.9788453909702565,0.9623466508184371,0.9623466508184371,0.9623466508184371,0.016498740151819402
8,0.02424425855278969,0.026208655908703804,0.02522645723074675,1,0.9621105356520179,0.9621105356520179,0.9621105356520179,0.9225620656283923,0.9225620656283923,0.9225620656283923,0.039548470023625604
10,0.027288155630230904,0.03047909177839756,0.028883623704314233,1,0.9860287807549805,0.9860287807549805,0.9860287807549805,0.807945171056126,0.807945171056126,0.807945171056126,0.1780836096988545
11,0.03047909177839756,0.03138658180832863,0.030932836793363096,1,0.9451951662276138,0.9451951662276138,0.9451951662276138,0.8710988770492252,0.8710988770492252,0.8710988770492252,0.07409628917838862
12,0.03138658180832863,0.03229186609387398,0.03183922395110131,1,0.9552158068785788,0.9552158068785788,0.9552158068785788,0.9104526513643946,0.9104526513643946,0.9104526513643946,0.044763155514184194
13,0.03229186609387398,0.033879005908966066,0.03308543600142003,1,0.9168194576115914,0.9168194576115914,0.9168194576115914,0.8905199931781584,0.8905199931781584,0.8905199931781584,0.026299464433433006
15,0.035234883427619934,0.03605720102787018,0.03564604222774506,1,0.962057365324203,0.962057365324203,0.962057365324203,0.9179724136234311,0.9179724136234311,0.9179724136234311,0.04408495170077198
16,0.03605720102787018,0.038017412275075914,0.03703730665147305,1,0.9354962873878507,0.9354962873878507,0.9354962873878507,0.8895655804702679,0.8895655804702679,0.8895655804702679,0.04593070691758283
17,0.038017412275075914,0.04144677445292473,0.039732093364000326,1,0.9298565736844453,0.9298565736844453,0.9298565736844453,0.7623326239271744,0.7623326239271744,0.7623326239271744,0.16752394975727092
18,0.04144677445292473,0.05266399830579755,0.047055386379361144,1,0.9627850669663506,0.9627850669663506,0.9627850669663506,0.9041958650038129,0.9041958650038129,0.9041958650038129,0.058589201962537696
19,0.05266399830579755,0.08397524803876877,0.06831962317228316,1,0.8282075294927265,0.8282075294927265,0.8282075294927265,0.7970970807068332,0.7970970807068332,0.7970970807068332,0.031110448785893308
