bin,movement_distance_low,movement_distance_high,movement_distance_mid,n_pairs,median_standard_grid_corr,q25_standard_grid_corr,q75_standard_grid_corr,median_predictive_corr,q25_predictive_corr,q75_predictive_corr,median_standard_minus_predictive_corr
0,0.0158427394926548,0.01643650308251381,0.016139621287584303,1,0.9521772900450035,0.9521772900450035,0.9521772900450035,0.8617617593309793,0.8617617593309793,0.8617617593309793,0.0904155307140242
1,0.01643650308251381,0.01698295585811138,0.016709729470312594,1,0.9930196890133255,0.9930196890133255,0.9930196890133255,0.9834261738988881,0.9834261738988881,0.9834261738988881,0.009593515114437401
2,0.01698295585811138,0.01847742535173893,0.017730190604925155,1,0.9757724621604679,0.9757724621604679,0.9757724621604679,0.9496321942391787,0.9496321942391787,0.9496321942391787,0.026140267921289206
3,0.01847742535173893,0.020367733389139175,0.01942257937043905,1,0.9297665712532248,0.9297665712532248,0.9297665712532248,0.8473772122530725,0.8473772122530725,0.8473772122530725,0.08238935900015232
5,0.02055419608950615,0.021730484813451766,0.021142340451478957,1,0.9365991136450247,0.9365991136450247,0.9365991136450247,0.9129645093912493,0.9129645093912493,0.9129645093912493,0.023634604253775393
6,0.021730484813451766,0.022678568959236145,0.022204526886343955,1,0.9821566986185382,0.9821566986185382,0.9821566986185382,0.9629639136685032,0.9629639136685032,0.9629639136685032,0.019192784950034958
7,0.022678568959236145,0.02424425855278969,0.02346141375601292,1,0.9750065384670262,0.9750065384670262,0.9750065384670262,0.9426938141575099,0.9426938141575099,0.9426938141575099,0.03231272430951637
8,0.02424425855278969,0.026208655908703804,0.02522645723074675,1,0.9718940189818556,0.9718940189818556,0.9718940189818556,0.9608409913459002,0.9608409913459002,0.9608409913459002,0.011053027635955393
10,0.027288155630230904,0.03047909177839756,0.028883623704314233,1,0.9551878027487439,0.9551878027487439,0.9551878027487439,0.9058389972919687,0.9058389972919687,0.9058389972919687,0.049348805456775224
11,0.03047909177839756,0.03138658180832863,0.030932836793363096,1,0.9504177896645122,0.9504177896645122,0.9504177896645122,0.8900418156022566,0.8900418156022566,0.8900418156022566,0.06037597406225559
12,0.03138658180832863,0.03229186609387398,0.03183922395110131,1,0.9482723558173985,0.9482723558173985,0.9482723558173985,0.9220583338150189,0.9220583338150189,0.9220583338150189,0.026214022002379656
13,0.03229186609387398,0.033879005908966066,0.03308543600142003,1,0.9544873107357237,0.9544873107357237,0.9544873107357237,0.8917334721978061,0.8917334721978061,0.8917334721978061,0.0627538385379176
15,0.035234883427619934,0.03605720102787018,0.03564604222774506,1,0.9638888532313007,0.9638888532313007,0.9638888532313007,0.9062585689686613,0.9062585689686613,0.9062585689686613,0.057630284262639386
16,0.03605720102787018,0.038017412275075914,0.03703730665147305,1,0.9340466682769821,0.9340466682769821,0.9340466682769821,0.8770577267065345,0.8770577267065345,0.8770577267065345,0.05698894157044765
17,0.038017412275075914,0.04144677445292473,0.039732093364000326,1,0.9404035513899959,0.9404035513899959,0.9404035513899959,0.9070308522996977,0.9070308522996977,0.9070308522996977,0.033372699090298164
18,0.04144677445292473,0.05266399830579755,0.047055386379361144,1,0.9681069277612162,0.9681069277612162,0.9681069277612162,0.9020031027775802,0.9020031027775802,0.9020031027775802,0.06610382498363598
19,0.05266399830579755,0.08397524803876877,0.06831962317228316,1,0.8943496490549878,0.8943496490549878,0.8943496490549878,0.7383036967550637,0.7383036967550637,0.7383036967550637,0.15604595229992413
