bin,movement_distance_low,movement_distance_high,movement_distance_mid,n_pairs,median_standard_grid_corr,q25_standard_grid_corr,q75_standard_grid_corr,median_predictive_corr,q25_predictive_corr,q75_predictive_corr,median_standard_minus_predictive_corr
0,0.0158427394926548,0.01643650308251381,0.016139621287584303,1,0.9128024414311907,0.9128024414311907,0.9128024414311907,0.8270216578691659,0.8270216578691659,0.8270216578691659,0.08578078356202479
1,0.01643650308251381,0.01698295585811138,0.016709729470312594,1,0.9852943638474909,0.9852943638474909,0.9852943638474909,0.9689621936581508,0.9689621936581508,0.9689621936581508,0.01633217018934008
2,0.01698295585811138,0.01847742535173893,0.017730190604925155,1,0.9667967432742544,0.9667967432742544,0.9667967432742544,0.9501474259070293,0.9501474259070293,0.9501474259070293,0.01664931736722508
3,0.01847742535173893,0.020367733389139175,0.01942257937043905,1,0.9236075046518131,0.9236075046518131,0.9236075046518131,0.8650402360557379,0.8650402360557379,0.8650402360557379,0.058567268596075195
5,0.02055419608950615,0.021730484813451766,0.021142340451478957,1,0.9332300896351048,0.9332300896351048,0.9332300896351048,0.9185955887800965,0.9185955887800965,0.9185955887800965,0.014634500855008281
6,0.021730484813451766,0.022678568959236145,0.022204526886343955,1,0.9794383290924673,0.9794383290924673,0.9794383290924673,0.8764399508801175,0.8764399508801175,0.8764399508801175,0.1029983782123498
7,0.022678568959236145,0.02424425855278969,0.02346141375601292,1,0.9281955780228296,0.9281955780228296,0.9281955780228296,0.9471457131985963,0.9471457131985963,0.9471457131985963,-0.018950135175766714
8,0.02424425855278969,0.026208655908703804,0.02522645723074675,1,0.9830622281218686,0.9830622281218686,0.9830622281218686,0.8547253912050173,0.8547253912050173,0.8547253912050173,0.12833683691685127
10,0.027288155630230904,0.03047909177839756,0.028883623704314233,1,0.925624495702887,0.925624495702887,0.925624495702887,0.8688891492046552,0.8688891492046552,0.8688891492046552,0.05673534649823175
11,0.03047909177839756,0.03138658180832863,0.030932836793363096,1,0.8245564898403346,0.8245564898403346,0.8245564898403346,0.7938625426748723,0.7938625426748723,0.7938625426748723,0.030693947165462254
12,0.03138658180832863,0.03229186609387398,0.03183922395110131,1,0.9298854345633685,0.9298854345633685,0.9298854345633685,0.9158105704743013,0.9158105704743013,0.9158105704743013,0.014074864089067218
13,0.03229186609387398,0.033879005908966066,0.03308543600142003,1,0.9168982118124273,0.9168982118124273,0.9168982118124273,0.7753389131129865,0.7753389131129865,0.7753389131129865,0.14155929869944073
15,0.035234883427619934,0.03605720102787018,0.03564604222774506,1,0.9630559230909014,0.9630559230909014,0.9630559230909014,0.9112474115596685,0.9112474115596685,0.9112474115596685,0.05180851153123289
16,0.03605720102787018,0.038017412275075914,0.03703730665147305,1,0.8413387237811435,0.8413387237811435,0.8413387237811435,0.810838701731426,0.810838701731426,0.810838701731426,0.030500022049717468
17,0.038017412275075914,0.04144677445292473,0.039732093364000326,1,0.9521894210814866,0.9521894210814866,0.9521894210814866,0.9241033323449175,0.9241033323449175,0.9241033323449175,0.028086088736569148
18,0.04144677445292473,0.05266399830579755,0.047055386379361144,1,0.9138828462446936,0.9138828462446936,0.9138828462446936,0.8421885011803995,0.8421885011803995,0.8421885011803995,0.07169434506429417
19,0.05266399830579755,0.08397524803876877,0.06831962317228316,1,0.6551229637314965,0.6551229637314965,0.6551229637314965,0.6213073821532739,0.6213073821532739,0.6213073821532739,0.03381558157822262
