signal,n_pairs,mean_correlation,sem_correlation,ci95_low,ci95_high
band,0,nan,nan,nan,nan
predictive,17,0.897473637365876,0.01525414914097418,0.8639178344896921,0.9220291795563679
random_matched_count,17,0.9468780116514625,0.007183995659694067,0.9320244965558389,0.9586522433490623
retrospective,17,0.9511909329249726,0.0070539322702925684,0.9362509804823804,0.9628844543826302
standard_grid,17,0.931193970187069,0.01001361075257756,0.9112043777541436,0.9478703234985678
standard_grid_matched_count,17,0.9319220138317921,0.009579460269282107,0.9136359904388501,0.9488169910514376
