bin,movement_distance_low,movement_distance_high,movement_distance_mid,n_pairs,median_standard_grid_corr,q25_standard_grid_corr,q75_standard_grid_corr,median_predictive_corr,q25_predictive_corr,q75_predictive_corr,median_standard_minus_predictive_corr
0,0.0158427394926548,0.01643650308251381,0.016139621287584303,1,0.9383796668372588,0.9383796668372588,0.9383796668372588,0.9265189092314349,0.9265189092314349,0.9265189092314349,0.011860757605823946
1,0.01643650308251381,0.01698295585811138,0.016709729470312594,1,0.9873419252355041,0.9873419252355041,0.9873419252355041,0.9769896677472496,0.9769896677472496,0.9769896677472496,0.010352257488254524
2,0.01698295585811138,0.01847742535173893,0.017730190604925155,1,0.9699354335574984,0.9699354335574984,0.9699354335574984,0.9393112422987233,0.9393112422987233,0.9393112422987233,0.030624191258775135
3,0.01847742535173893,0.020367733389139175,0.01942257937043905,1,0.8909846610957368,0.8909846610957368,0.8909846610957368,0.8454310018151611,0.8454310018151611,0.8454310018151611,0.04555365928057575
5,0.02055419608950615,0.021730484813451766,0.021142340451478957,1,0.930329569619974,0.930329569619974,0.930329569619974,0.9187663207558178,0.9187663207558178,0.9187663207558178,0.011563248864156273
6,0.021730484813451766,0.022678568959236145,0.022204526886343955,1,0.9641084707215966,0.9641084707215966,0.9641084707215966,0.94741814666137,0.94741814666137,0.94741814666137,0.016690324060226525
7,0.022678568959236145,0.02424425855278969,0.02346141375601292,1,0.9697138242812698,0.9697138242812698,0.9697138242812698,0.9415855906868252,0.9415855906868252,0.9415855906868252,0.028128233594444607
8,0.02424425855278969,0.026208655908703804,0.02522645723074675,1,0.9545615285030313,0.9545615285030313,0.9545615285030313,0.9344501685382883,0.9344501685382883,0.9344501685382883,0.020111359964743003
10,0.027288155630230904,0.03047909177839756,0.028883623704314233,1,0.9229922688448984,0.9229922688448984,0.9229922688448984,0.8516330052293712,0.8516330052293712,0.8516330052293712,0.07135926361552714
11,0.03047909177839756,0.03138658180832863,0.030932836793363096,1,0.9039474715526402,0.9039474715526402,0.9039474715526402,0.8657515956502021,0.8657515956502021,0.8657515956502021,0.038195875902438114
12,0.03138658180832863,0.03229186609387398,0.03183922395110131,1,0.9464932408699757,0.9464932408699757,0.9464932408699757,0.9306998303740359,0.9306998303740359,0.9306998303740359,0.01579341049593974
13,0.03229186609387398,0.033879005908966066,0.03308543600142003,1,0.9030474353035056,0.9030474353035056,0.9030474353035056,0.8820041586095386,0.8820041586095386,0.8820041586095386,0.021043276693966995
15,0.035234883427619934,0.03605720102787018,0.03564604222774506,1,0.9532434891055959,0.9532434891055959,0.9532434891055959,0.9033987682133684,0.9033987682133684,0.9033987682133684,0.04984472089222747
16,0.03605720102787018,0.038017412275075914,0.03703730665147305,1,0.9304677052255482,0.9304677052255482,0.9304677052255482,0.8994554899138069,0.8994554899138069,0.8994554899138069,0.031012215311741365
17,0.038017412275075914,0.04144677445292473,0.039732093364000326,1,0.9096455199052396,0.9096455199052396,0.9096455199052396,0.8709734767012729,0.8709734767012729,0.8709734767012729,0.038672043203966666
18,0.04144677445292473,0.05266399830579755,0.047055386379361144,1,0.9457306410062363,0.9457306410062363,0.9457306410062363,0.9239650508944206,0.9239650508944206,0.9239650508944206,0.02176559011181567
19,0.05266399830579755,0.08397524803876877,0.06831962317228316,1,0.8093746415146614,0.8093746415146614,0.8093746415146614,0.6986994118990061,0.6986994118990061,0.6986994118990061,0.11067522961565535
