bin,movement_distance_low,movement_distance_high,movement_distance_mid,n_pairs,median_standard_grid_corr,q25_standard_grid_corr,q75_standard_grid_corr,median_predictive_corr,q25_predictive_corr,q75_predictive_corr,median_standard_minus_predictive_corr
0,0.0158427394926548,0.01643650308251381,0.016139621287584303,1,0.9429606902310949,0.9429606902310949,0.9429606902310949,0.9188867195539864,0.9188867195539864,0.9188867195539864,0.02407397067710848
1,0.01643650308251381,0.01698295585811138,0.016709729470312594,1,0.9839543382856285,0.9839543382856285,0.9839543382856285,0.9813352517024707,0.9813352517024707,0.9813352517024707,0.0026190865831577925
2,0.01698295585811138,0.01847742535173893,0.017730190604925155,1,0.9637420905356422,0.9637420905356422,0.9637420905356422,0.9468523370658348,0.9468523370658348,0.9468523370658348,0.016889753469807367
3,0.01847742535173893,0.020367733389139175,0.01942257937043905,1,0.9099633421917419,0.9099633421917419,0.9099633421917419,0.9166179400649288,0.9166179400649288,0.9166179400649288,-0.006654597873186896
5,0.02055419608950615,0.021730484813451766,0.021142340451478957,1,0.9345666759653225,0.9345666759653225,0.9345666759653225,0.9361768616373565,0.9361768616373565,0.9361768616373565,-0.0016101856720339702
6,0.021730484813451766,0.022678568959236145,0.022204526886343955,1,0.9668079525364224,0.9668079525364224,0.9668079525364224,0.9551874254978084,0.9551874254978084,0.9551874254978084,0.011620527038613937
7,0.022678568959236145,0.02424425855278969,0.02346141375601292,1,0.9568716599808016,0.9568716599808016,0.9568716599808016,0.9372869860213006,0.9372869860213006,0.9372869860213006,0.01958467395950103
8,0.02424425855278969,0.026208655908703804,0.02522645723074675,1,0.9672956280129701,0.9672956280129701,0.9672956280129701,0.9401530914529538,0.9401530914529538,0.9401530914529538,0.027142536560016306
10,0.027288155630230904,0.03047909177839756,0.028883623704314233,1,0.9356270918719378,0.9356270918719378,0.9356270918719378,0.8943547756141973,0.8943547756141973,0.8943547756141973,0.04127231625774053
11,0.03047909177839756,0.03138658180832863,0.030932836793363096,1,0.8862290970004786,0.8862290970004786,0.8862290970004786,0.8770815391103031,0.8770815391103031,0.8770815391103031,0.009147557890175517
12,0.03138658180832863,0.03229186609387398,0.03183922395110131,1,0.9643019935091426,0.9643019935091426,0.9643019935091426,0.933454301986979,0.933454301986979,0.933454301986979,0.0308476915221636
13,0.03229186609387398,0.033879005908966066,0.03308543600142003,1,0.8087490240034825,0.8087490240034825,0.8087490240034825,0.776310947835378,0.776310947835378,0.776310947835378,0.03243807616810446
15,0.035234883427619934,0.03605720102787018,0.03564604222774506,1,0.9313078247572727,0.9313078247572727,0.9313078247572727,0.9046055092348468,0.9046055092348468,0.9046055092348468,0.026702315522425857
16,0.03605720102787018,0.038017412275075914,0.03703730665147305,1,0.93457443655205,0.93457443655205,0.93457443655205,0.8712591791558123,0.8712591791558123,0.8712591791558123,0.06331525739623767
17,0.038017412275075914,0.04144677445292473,0.039732093364000326,1,0.9279364850406571,0.9279364850406571,0.9279364850406571,0.9057724546191489,0.9057724546191489,0.9057724546191489,0.022164030421508163
18,0.04144677445292473,0.05266399830579755,0.047055386379361144,1,0.9060719081956992,0.9060719081956992,0.9060719081956992,0.9263905896859956,0.9263905896859956,0.9263905896859956,-0.020318681490296475
19,0.05266399830579755,0.08397524803876877,0.06831962317228316,1,0.752948251621495,0.752948251621495,0.752948251621495,0.7380510709742122,0.7380510709742122,0.7380510709742122,0.014897180647282848
