Ng_eval,Ng_total,checkpoint,cm_per_step,epoch,grid_count,grid_fraction,grid_mean,grid_median,gridness_threshold,mean_best_neg_gridness_all,mean_best_neg_shift_cm,mean_best_pos_gridness_all,mean_best_pos_shift_cm,mean_zero_gridness_all,min_shift_cm,predictive_count,predictive_fraction,predictive_grid_count,predictive_mean,predictive_median,retrospective_count,retrospective_fraction,retrospective_grid_count,retrospective_mean,retrospective_median
4096,4096,Seed 1/epoch_0.pth,2.0093608647584915,0,0,0.0,nan,nan,0.3,0.17821085536962405,-11.362994558203354,0.15136135953709684,14.314733894934761,0.11076759990194347,5.0,214,0.05224609375,0,0.30934138443198844,0.30252218813342835,175,0.042724609375,0,0.3261249810695747,0.3256590453392004
4096,4096,Seed 1/epoch_10.pth,2.0093608647584915,10,118,0.02880859375,0.3987089808331615,0.4136883935895517,0.3,0.17639277884995125,-9.845181444052287,0.17664868654009452,14.340733925655513,0.11049763747268918,5.0,745,0.181884765625,57,0.34476898030748293,0.3404794223695766,289,0.070556640625,116,0.42737224855472933,0.4150897316498482
4096,4096,Seed 1/epoch_20.pth,2.0093608647584915,20,287,0.070068359375,0.3265912131450307,0.3157995763404034,0.3,0.10197326743777099,-15.344923791417386,0.19917808904457815,16.296623029120383,0.04737588374819311,5.0,1282,0.31298828125,270,0.37490124654350865,0.35825636575981207,502,0.12255859375,156,0.3351947989258804,0.3267829842744713
4096,4096,Seed 1/epoch_30.pth,2.0093608647584915,30,178,0.04345703125,0.35585637523777597,0.3224512505206326,0.3,0.06433231932111291,-12.542316706367274,0.08936107753924383,13.685827491462987,0.028816073217754236,5.0,444,0.1083984375,132,0.36193346276278504,0.33876871914632734,352,0.0859375,135,0.3751820245139278,0.3461463902209212
4096,4096,Seed 1/epoch_40.pth,2.0093608647584915,40,226,0.05517578125,0.337651264759336,0.3183662921561031,0.3,0.0587580555722746,-13.075562619451375,0.08269409808564487,13.708884122479503,0.026195354161463028,5.0,471,0.114990234375,178,0.35472918619863364,0.33297646964897015,412,0.1005859375,170,0.3630396153662016,0.33555898206915546
4096,4096,Seed 1/epoch_50.pth,2.0093608647584915,50,219,0.053466796875,0.33243895109274596,0.31655706351498153,0.3,0.04981015453069312,-13.125109847806016,0.07392562517458517,13.54699713874652,0.01926543530771299,5.0,443,0.108154296875,168,0.35751584380766044,0.3322742438872208,398,0.09716796875,171,0.3631271796777923,0.3323271893346021
