signal,n_pairs,mean_correlation,sem_correlation,ci95_low,ci95_high
band,25600,0.5352485016867903,0.0007897022990571082,0.5336592413548673,0.5368437448864967
predictive,25600,0.5336124119033602,0.0006335370495409911,0.5323636811948357,0.5348473587843718
random_matched_count,25600,0.6504271837978834,0.00026640583400710605,0.6498870314400912,0.650959180615966
retrospective,25600,0.5869948292494052,0.0005112159795067457,0.585978927026976,0.5879942387141954
standard_grid,25600,0.5406517115315899,0.0009920461781863278,0.5384734519742089,0.5426594908228547
standard_grid_matched_count,25600,0.5406517115315899,0.0009920461781863278,0.5388273414191461,0.5425331399135733
