bin,movement_distance_low,movement_distance_high,movement_distance_mid,n_pairs,median_standard_grid_corr,q25_standard_grid_corr,q75_standard_grid_corr,median_predictive_corr,q25_predictive_corr,q75_predictive_corr,median_standard_minus_predictive_corr
0,0.0707106664776802,0.0707106739282608,0.0707106702029705,3,0.4273866709237969,0.3359539945853115,0.4671912062909901,0.5567476647640609,0.5321134870027092,0.6040469069902199,-0.129360993840264
1,0.0707106739282608,0.0707106813788414,0.0707106776535511,2946,0.5589745237702606,0.4196813970681504,0.6699401826420255,0.5510702290045044,0.46645908001729053,0.616842887570895,0.004135601629380592
2,0.0707106813788414,0.070710688829422,0.0707106851041317,13032,0.5715042489988917,0.4376213477690949,0.6685186806117074,0.5399135913865812,0.4598956060809929,0.6037337749533647,0.02762518834346811
3,0.070710688829422,0.07071070373058319,0.0707106962800026,9619,0.5661790322439264,0.4271094758573075,0.6728342530001138,0.5448237024201603,0.4603578061237526,0.6088915147001275,0.016888672879974642
